"Adipose Tissue","Adipose Tissue_meanFrequency","Muscle","Muscle_meanFrequency","Blood Vessel","Blood Vessel_meanFrequency","Heart","Heart_meanFrequency","Uterus","Uterus_meanFrequency","Vagina","Vagina_meanFrequency","Breast","Breast_meanFrequency","Skin","Skin_meanFrequency","Salivary Gland","Salivary Gland_meanFrequency","Brain","Brain_meanFrequency","Adrenal Gland","Adrenal Gland_meanFrequency","Thyroid","Thyroid_meanFrequency","Lung","Lung_meanFrequency","Spleen","Spleen_meanFrequency","Pancreas","Pancreas_meanFrequency","Esophagus","Esophagus_meanFrequency","Stomach","Stomach_meanFrequency","Colon","Colon_meanFrequency","Small Intestine","Small Intestine_meanFrequency","Prostate","Prostate_meanFrequency","Testis","Testis_meanFrequency","Nerve","Nerve_meanFrequency","Blood","Blood_meanFrequency","Pituitary","Pituitary_meanFrequency","Ovary","Ovary_meanFrequency","Liver","Liver_meanFrequency","Kidney","Kidney_meanFrequency","Bladder","Bladder_meanFrequency"
"Acinetobacter haemolyticus","4.69166794982699","Acinetobacter lactucae","0.619507288135593","Acinetobacter haemolyticus","6.26098952941176","Acinetobacter junii","46.1400570096852","Acinetobacter haemolyticus","3.76342514492754","Acinetobacter guillouiae","2.73053236486486","Acinetobacter indicus","2.99528029082774","Acinetobacter haemolyticus","6.448057088","Acinetobacter lactucae","0.852912115384615","Acinetobacter lactucae","0.740660868644068","Acinetobacter lactucae","0.615726652892562","Acinetobacter guillouiae","20.896396896","Acinetobacter haemolyticus","7.11563397435897","Acinetobacter equi","5.96656806167401","Acinetobacter equi","8.84324449044586","Acinetobacter haemolyticus","14.4574622027717","Acinetobacter haemolyticus","4.95731782991202","Acinetobacter lactucae","0.858583681392236","Acinetobacter indicus","2.14208715083799","Acinetobacter dispersus","1.51770480686695","Acinetobacter lactucae","0.502311865889213","Acinetobacter guillouiae","4.84966978224456","Acinetobacter guillouiae","3.52112675561798","Acinetobacter junii","14.3846723220974","Acinetobacter haemolyticus","8.17547433526012","Acinetobacter equi","5.88657331797235","Acinetobacter indicus","1.32968084337349","Acinetobacter defluvii","4.34146894736842"
"Acinetobacter indicus","2.33966111591696","Acinetobacter lanii","5.38718595827901","Acinetobacter indicus","1.96380811764706","Acinetobacter lactucae","0.740562760290557","Acinetobacter indicus","5.09495224637681","Acinetobacter haemolyticus","1.96119459459459","Acinetobacter junii","228.569708814318","Acinetobacter indicus","2.06511884","Acinetobacter lanii","3.80035948717949","Acinetobacter lanii","4.46326726271186","Acinetobacter lanii","8.43282776859504","Acinetobacter haemolyticus","4.389803232","Acinetobacter indicus","2.10888331501832","Acinetobacter guillouiae","3.37372713656388","Acinetobacter guillouiae","7.03758289808917","Acinetobacter indicus","3.61527015317287","Acinetobacter indicus","2.86133958944282","Acinetobacter lanii","8.48646631860776","Acinetobacter junii","54.3255631284916","Acinetobacter equi","5.32474377682403","Acinetobacter lanii","6.08807825072886","Acinetobacter haemolyticus","3.83830341708543","Acinetobacter haemolyticus","4.46283238764045","Acinetobacter lactucae","0.852733108614232","Acinetobacter indicus","2.31799936416185","Acinetobacter guillouiae","3.50647631336406","Acinetobacter junii","65.3276848192771","Acinetobacter dispersus","0.3153"
"Acinetobacter junii","47.8948691782007","Acinetobacter lwoffii","33.1466770143416","Acinetobacter junii","62.1071262901961","Acinetobacter lanii","7.23696119854722","Acinetobacter junii","63.9686884057971","Acinetobacter indicus","1.64763905405405","Acinetobacter lactucae","1.13814507829978","Acinetobacter junii","69.5911232","Acinetobacter lwoffii","27.3104937820513","Acinetobacter lwoffii","51.8568987076271","Acinetobacter lwoffii","72.9793963636364","Acinetobacter indicus","1.7248819968","Acinetobacter junii","125.781069542125","Acinetobacter haemolyticus","4.6010563876652","Acinetobacter haemolyticus","6.38602522292994","Acinetobacter junii","62.559601480671","Acinetobacter junii","51.0909752785924","Acinetobacter lwoffii","87.0588487416332","Acinetobacter lactucae","0.69182251396648","Acinetobacter guillouiae","4.21998167381974","Acinetobacter lwoffii","67.8924687755102","Acinetobacter indicus","4.20600395309883","Acinetobacter indicus","1.82416676966292","Acinetobacter lanii","4.29828393258427","Acinetobacter junii","39.1713338150289","Acinetobacter haemolyticus","6.18286046082949","Acinetobacter lactucae","0.888303855421687","Acinetobacter equi","1.91950421052632"
"Acinetobacter lactucae","1.00712644463668","Acinetobacter nosocomialis","1.65870341590613","Acinetobacter lactucae","0.992398125490196","Acinetobacter lwoffii","40.1189861743341","Acinetobacter lactucae","0.630410072463768","Acinetobacter junii","26.0199612162162","Acinetobacter lanii","12.5902690604027","Acinetobacter lactucae","0.98514604","Acinetobacter nosocomialis","1.57978282051282","Acinetobacter nosocomialis","1.58130324152542","Acinetobacter nosocomialis","2.08252603305785","Acinetobacter junii","33.925300192","Acinetobacter lactucae","1.02249653846154","Acinetobacter indicus","1.92429947136564","Acinetobacter indicus","2.14367585987261","Acinetobacter lactucae","0.949267527352298","Acinetobacter lactucae","1.17497307917889","Acinetobacter nosocomialis","2.66913041499331","Acinetobacter lanii","10.9871006703911","Acinetobacter haemolyticus","4.77340725321888","Acinetobacter nosocomialis","1.4499072303207","Acinetobacter junii","44.5420228475712","Acinetobacter junii","54.7365654634831","Acinetobacter lwoffii","34.880482846442","Acinetobacter lactucae","0.858944393063584","Acinetobacter indicus","1.65366239631336","Acinetobacter lanii","7.9134565060241","Acinetobacter guillouiae","2.03016421052632"
"Acinetobacter lanii","16.6532729930796","Acinetobacter oleivorans","0.633953350717079","Acinetobacter lanii","9.94843519215686","Acinetobacter nosocomialis","2.90450291767554","Acinetobacter lanii","15.3120954347826","Acinetobacter lactucae","0.963370878378378","Acinetobacter lwoffii","76.8843016331096","Acinetobacter lanii","14.954386784","Acinetobacter oleivorans","0.595648397435897","Acinetobacter oleivorans","0.63488845338983","Acinetobacter oleivorans","0.581998140495868","Acinetobacter lactucae","0.799966592","Acinetobacter lanii","19.3306624725275","Acinetobacter junii","29.3785743612335","Acinetobacter junii","81.6028135031847","Acinetobacter lanii","24.0979180525164","Acinetobacter lanii","28.2610567741935","Acinetobacter oleivorans","0.759379986613119","Acinetobacter lwoffii","86.6228677094972","Acinetobacter indicus","1.97661394849785","Acinetobacter oleivorans","0.516682040816327","Acinetobacter lactucae","1.28194889447236","Acinetobacter lactucae","1.00889594101124","Acinetobacter nosocomialis","2.6097363670412","Acinetobacter lanii","13.0803395375723","Acinetobacter junii","71.9753831797235","Acinetobacter lwoffii","43.6361701204819","Acinetobacter haemolyticus","3.14838684210526"
"Acinetobacter lwoffii","62.4755680622837","Acinetobacter pittii","1.35851376792699","Acinetobacter lwoffii","68.4320097803922","Acinetobacter oleivorans","0.894781755447942","Acinetobacter lwoffii","70.6284647608696","Acinetobacter lanii","8.02670939189189","Acinetobacter nosocomialis","3.20402364653244","Acinetobacter lwoffii","83.3079627776","Acinetobacter pittii","0.8325075","Acinetobacter pittii","1.10562226694915","Acinetobacter pittii","1.45232801652893","Acinetobacter lanii","14.262851536","Acinetobacter lwoffii","102.499782655678","Acinetobacter lactucae","0.993433700440529","Acinetobacter lactucae","0.881016496815287","Acinetobacter lwoffii","192.707379832239","Acinetobacter lwoffii","581.755299501466","Acinetobacter pittii","1.66338659973226","Acinetobacter nosocomialis","2.68528748603352","Acinetobacter junii","51.8936015021459","Acinetobacter pittii","0.882233527696793","Acinetobacter lanii","16.5102547571189","Acinetobacter lanii","10.9371948595506","Acinetobacter oleivorans","0.615143820224719","Acinetobacter larvae","0.398656705202312","Acinetobacter lactucae","0.938429815668203","Acinetobacter nosocomialis","2.49369626506024","Acinetobacter indicus","1.09317894736842"
"Acinetobacter nosocomialis","3.79085815743945","Acinetobacter radioresistens","2.1453083833116","Acinetobacter nosocomialis","3.12897500392157","Acinetobacter pittii","1.31409910411622","Acinetobacter nosocomialis","2.72439043478261","Acinetobacter larvae","0.486868040540541","Acinetobacter oleivorans","0.987384988814318","Acinetobacter nosocomialis","2.692808168","Acinetobacter radioresistens","1.88471416666667","Acinetobacter radioresistens","7.89248036016949","Acinetobacter radioresistens","2.3686017768595","Acinetobacter lwoffii","77.24182464","Acinetobacter nosocomialis","2.23432155677656","Acinetobacter lanii","14.1606121145374","Acinetobacter lanii","28.6289459872611","Acinetobacter nosocomialis","3.88286258205689","Acinetobacter nosocomialis","4.41101448680352","Acinetobacter radioresistens","2.055876854083","Acinetobacter oleivorans","1.49225296089385","Acinetobacter lactucae","1.28766287553648","Acinetobacter radioresistens","1.00758443148688","Acinetobacter lwoffii","103.238290569514","Acinetobacter lwoffii","56.183276011236","Acinetobacter pittii","4.83097258426966","Acinetobacter lwoffii","114.201043872832","Acinetobacter lanii","13.7628309677419","Acinetobacter oleivorans","1.14237385542169","Acinetobacter junii","4.70333"
"Acinetobacter oleivorans","0.954490856401384","Acinetobacter schindleri","13.1103999087353","Acinetobacter oleivorans","1.12909094901961","Acinetobacter radioresistens","2.54330466101695","Acinetobacter oleivorans","0.626964637681159","Acinetobacter lwoffii","73.2181075","Acinetobacter pittii","2.45254539149888","Acinetobacter oleivorans","1.004136088","Acinetobacter schindleri","4.51982852564103","Acinetobacter schindleri","14.6706441737288","Acinetobacter schindleri","9.55010747933884","Acinetobacter nosocomialis","2.52175464","Acinetobacter oleivorans","1.19514827838828","Acinetobacter lwoffii","59.6229789427313","Acinetobacter lwoffii","208.555556496815","Acinetobacter oleivorans","2.16424003646973","Acinetobacter oleivorans","0.86426568914956","Acinetobacter schindleri","15.8226391298527","Acinetobacter pittii","2.14577603351955","Acinetobacter lanii","14.4785989270386","Acinetobacter schindleri","8.61622705539359","Acinetobacter nosocomialis","3.64037413735343","Acinetobacter nosocomialis","3.95886790730337","Acinetobacter radioresistens","23.2991620973783","Acinetobacter nosocomialis","7.31884075144509","Acinetobacter lwoffii","58.4093402764977","Acinetobacter pittii","1.77784710843374","Acinetobacter lactucae","1.66602052631579"
"Acinetobacter pittii","2.50486476643599","Acinetobacter seifertii","0.99695591916558","Acinetobacter pittii","3.33381790588235","Acinetobacter schindleri","9.81775041162228","Acinetobacter pittii","1.84076985507246","Acinetobacter nosocomialis","3.21814831081081","Acinetobacter radioresistens","2.12445031319911","Acinetobacter pittii","2.197353624","Acinetobacter seifertii","0.8099225","Acinetobacter seifertii","1.10138741525424","Acinetobacter seifertii","1.1944376446281","Acinetobacter oleivorans","0.840389264","Acinetobacter pittii","1.74223287545788","Acinetobacter nosocomialis","6.17559074889868","Acinetobacter nosocomialis","3.12585328025478","Acinetobacter pittii","2.29550290299052","Acinetobacter pittii","2.12090674486803","Acinetobacter seifertii","1.44166452476573","Acinetobacter radioresistens","1.74226480446927","Acinetobacter lwoffii","212.099939742489","Acinetobacter seifertii","0.993764839650146","Acinetobacter oleivorans","1.12763974874372","Acinetobacter oleivorans","1.09412882022472","Acinetobacter schindleri","10.4887428464419","Acinetobacter oleivorans","0.737740751445087","Acinetobacter nosocomialis","2.47886258064516","Acinetobacter radioresistens","1.46541060240964","Acinetobacter lanii","8.47251263157895"
"Acinetobacter radioresistens","2.5332505449827","Acinetobacter shaoyimingii","0.969171681877445","Acinetobacter radioresistens","6.42533850196078","Acinetobacter seifertii","1.45790673123487","Acinetobacter radioresistens","1.25982514492754","Acinetobacter oleivorans","0.785353243243243","Acinetobacter schindleri","23.4823872483221","Acinetobacter radioresistens","4.681383976","Acinetobacter shaoyimingii","0.938588974358974","Acinetobacter shaoyimingii","1.01421851694915","Acinetobacter shaoyimingii","1.41457892561983","Acinetobacter pittii","1.89518336","Acinetobacter radioresistens","2.56875868131868","Acinetobacter oleivorans","0.916314801762115","Acinetobacter oleivorans","0.93275627388535","Acinetobacter radioresistens","3.97451881838074","Acinetobacter radioresistens","2.26762806451613","Acinetobacter shaoyimingii","1.41024961178046","Acinetobacter schindleri","24.980784301676","Acinetobacter nosocomialis","5.3150808583691","Acinetobacter shaoyimingii","1.41569679300292","Acinetobacter pittii","4.96700011725293","Acinetobacter pittii","2.28681978932584","Acinetobacter seifertii","1.30431599250936","Acinetobacter pittii","2.32242260115607","Acinetobacter oleivorans","1.00919930875576","Acinetobacter schindleri","9.68213337349398","Acinetobacter lwoffii","26.2273573684211"
"Acinetobacter schindleri","20.6625521626298","Acinetobacter soli","0.520636531942634","Acinetobacter schindleri","13.9102139451843","Acinetobacter shaoyimingii","1.66098633171913","Acinetobacter schindleri","17.3406942753623","Acinetobacter pittii","2.11161364864865","Acinetobacter seifertii","2.06671024608501","Acinetobacter schindleri","20.490362424","Acinetobacter towneri","1.60872403846154","Acinetobacter soli","0.647210889830508","Acinetobacter soli","0.557862438016529","Acinetobacter radioresistens","2.415773392","Acinetobacter schindleri","14.8323697802198","Acinetobacter pittii","2.79951475770925","Acinetobacter pittii","2.00819156050955","Acinetobacter schindleri","30.2191420787746","Acinetobacter schindleri","52.7851674486803","Acinetobacter soli","0.403629665327979","Acinetobacter seifertii","1.64555659217877","Acinetobacter oleivorans","1.24983587982833","Acinetobacter soli","0.619332011661808","Acinetobacter radioresistens","27.8395558458961","Acinetobacter radioresistens","5.78268099719101","Acinetobacter shaoyimingii","1.02374104868914","Acinetobacter radioresistens","3.66538936416185","Acinetobacter pittii","1.85506142857143","Acinetobacter seifertii","1.37019156626506","Acinetobacter nosocomialis","5.30258684210526"
"Acinetobacter seifertii","1.6950985899654","Acinetobacter towneri","3.74973307692308","Acinetobacter seifertii","1.66337254117647","Acinetobacter soli","3.07951101694915","Acinetobacter seifertii","1.50019898550725","Acinetobacter radioresistens","1.87815932432432","Acinetobacter shaoyimingii","1.47670210290828","Acinetobacter seifertii","1.695592128","Acinetobacter variabilis","0.603755384615385","Acinetobacter towneri","6.89098281779661","Acinetobacter towneri","5.92146152892562","Acinetobacter schindleri","16.154472448","Acinetobacter seifertii","1.69707326007326","Acinetobacter radioresistens","3.72649488986784","Acinetobacter radioresistens","5.08792006369427","Acinetobacter seifertii","1.50288369073669","Acinetobacter seifertii","1.49488950146628","Acinetobacter towneri","6.10828858099063","Acinetobacter shaoyimingii","2.1097538547486","Acinetobacter pittii","2.53443944206009","Acinetobacter towneri","2.6472483090379","Acinetobacter schindleri","33.3019574706868","Acinetobacter schindleri","15.6210443679775","Acinetobacter soli","0.400726966292135","Acinetobacter schindleri","85.4344920809249","Acinetobacter radioresistens","1.55790529953917","Acinetobacter shaoyimingii","1.49678313253012","Acinetobacter oleivorans","0.830601578947368"
"Acinetobacter shaoyimingii","2.1396741349481","Acinetobacter variabilis","1.73891697522816","Acinetobacter shaoyimingii","1.50667893333333","Acinetobacter towneri","4.19815516949153","Acinetobacter shaoyimingii","2.15412666666667","Acinetobacter schindleri","14.7439339189189","Acinetobacter soli","0.816246532438479","Acinetobacter shaoyimingii","2.012450968","Acinetobacter wuhouensis","0.831213846153846","Acinetobacter variabilis","3.17740298728814","Acinetobacter variabilis","1.2987920661157","Acinetobacter seifertii","1.53584712","Acinetobacter shaoyimingii","5.22349034798535","Acinetobacter schindleri","29.6777954625551","Acinetobacter schindleri","38.1709135350319","Acinetobacter shaoyimingii","3.2569215681984","Acinetobacter shaoyimingii","4.46221859237537","Acinetobacter variabilis","3.63550834002677","Acinetobacter soli","1.18091558100559","Acinetobacter radioresistens","2.13650957081545","Acinetobacter variabilis","2.37877049562682","Acinetobacter seifertii","1.7880432998325","Acinetobacter seifertii","1.99697769662921","Acinetobacter towneri","1.97225243445693","Acinetobacter seifertii","1.56910346820809","Acinetobacter schindleri","23.0219","Acinetobacter soli","0.424121927710843","Acinetobacter pittii","2.33245473684211"
