"","Liver","Heart","Bladder","Colon","Testis","Stomach","microbiomes"
"Agromyces protaetiae",0,0,0,0,0,0,"Agromyces protaetiae"
"Agromyces soli",0,0,0,0,0,0,"Agromyces soli"
"Agropyron mosaic virus",0,0,0,0,0,0,"Agropyron mosaic virus"
"Agrotis ipsilon multiple nucleopolyhedrovirus",0,0,0,0,0,0,"Agrotis ipsilon multiple nucleopolyhedrovirus"
"Agrotis segetum granulovirus",0,0,0,0,0,0,"Agrotis segetum granulovirus"
"Agrotis segetum nucleopolyhedrovirus A",0,0,0,0,0,0,"Agrotis segetum nucleopolyhedrovirus A"
"Agrotis segetum nucleopolyhedrovirus B",0,0,0,0,0,0,"Agrotis segetum nucleopolyhedrovirus B"
"Agtrevirus AG3",0,0,0,0,0,0,"Agtrevirus AG3"
"Agtrevirus EM4",0,0,0,0,0,0,"Agtrevirus EM4"
"Agtrevirus MK13",0,0,0,0,0,0,"Agtrevirus MK13"
"Agtrevirus P46FS4",0,0,0,0,0,0,"Agtrevirus P46FS4"
"Agtrevirus SKML39",0,0,0,0,0,0,"Agtrevirus SKML39"
"Aguacate phlebovirus",0,0,0,0,0,0,"Aguacate phlebovirus"
"Aguilavirus mEp043",0,0,0,0,0,0,"Aguilavirus mEp043"
"Aguilavirus mEp213",0,0,0,0,0,0,"Aguilavirus mEp213"
"Ahniella affigens",9.24214050450978e-05,0,0,0,0,0,"Ahniella affigens"
"Ahphunavirus Ahp1",0,0,0,0,0,0,"Ahphunavirus Ahp1"
"Ahphunavirus CF7",0,0,0,0,0,0,"Ahphunavirus CF7"
"Ahtivirus sagseatwo",0,0,0,0,0,0,"Ahtivirus sagseatwo"
"Aichivirus A",0,0,0,0,0,0,"Aichivirus A"
"Aichivirus B",0,0,0,0,0,0,"Aichivirus B"
"Aichivirus C",0,0,0,0,0,0,"Aichivirus C"
"Aichivirus D",0,0,0,0,0,0,"Aichivirus D"
"Ailurivirus A",0,0,0,0,0,0,"Ailurivirus A"
"Aimelvirus 2",0,0,0,0,0,0,"Aimelvirus 2"
"Aino orthobunyavirus",0,0,0,0,0,0,"Aino orthobunyavirus"
"Aiptasia sp. sea anemone associated circular virus",0,0,0,0,0,0,"Aiptasia sp. sea anemone associated circular virus"
"Air potato ampelovirus 1",0,0,0,0,0,0,"Air potato ampelovirus 1"
"Akabane orthobunyavirus",0,0,0,0,0,0,"Akabane orthobunyavirus"
"Akhmeta virus",0,0,0,0,0,0,"Akhmeta virus"
"Akihdevirus balticus",0,0,0,0,0,0,"Akihdevirus balticus"
"Akiravirus akira",0,0,0,0,0,0,"Akiravirus akira"
"Akkermansia glycaniphila",0,0,0,0,0,0,"Akkermansia glycaniphila"
"Akkermansia muciniphila",0,0,0,5.40423714955172e-05,0,0,"Akkermansia muciniphila"
"Akodon montensis polyomavirus",0,0,0,0,0,0,"Akodon montensis polyomavirus"
"Akonivirus akoni",0,0,0,0,0,0,"Akonivirus akoni"
"Akonivirus phedro",0,0,0,0,0,0,"Akonivirus phedro"
"Alachuavirus Xp15",0,0,0,0,0,0,"Alachuavirus Xp15"
"Alajuela orthobunyavirus",0,0,0,0,0,0,"Alajuela orthobunyavirus"
"Alasvirus muscae",0,0,0,0,0,0,"Alasvirus muscae"
"Alcaligenes ammonioxydans",0,0,0,1.29942253875805e-05,7.30798017983507e-06,0,"Alcaligenes ammonioxydans"
"Alcaligenes faecalis",0,0,1.07867884952275e-05,0,5.25351595077518e-06,3.13342048002372e-05,"Alcaligenes faecalis"
"Alcanivorax borkumensis",0,0,0,0,0,0,"Alcanivorax borkumensis"
"Alcelaphine gammaherpesvirus 1",0,0,0,0,0,0,"Alcelaphine gammaherpesvirus 1"
"Alcelaphine gammaherpesvirus 2",0,0,0,0,0,0,"Alcelaphine gammaherpesvirus 2"
"Alces alces faeces associated circular virus MP65",0,0,0,0,0,0,"Alces alces faeces associated circular virus MP65"
"Alces alces faeces associated microvirus MP10 5560",0,0,0,0,0,0,"Alces alces faeces associated microvirus MP10 5560"
"Alces alces faeces associated microvirus MP11 5517",0,0,0,0,0,0,"Alces alces faeces associated microvirus MP11 5517"
"Alces alces faeces associated microvirus MP12 5423",0,0,0,0,0,0,"Alces alces faeces associated microvirus MP12 5423"
"Alces alces faeces associated microvirus MP15 5067",0,0,0,0,0,0,"Alces alces faeces associated microvirus MP15 5067"
"Alces alces faeces associated microvirus MP18 4940",0,0,0,0,0,0,"Alces alces faeces associated microvirus MP18 4940"
"Alces alces faeces associated microvirus MP21 4718",0,0,0,0,0,0,"Alces alces faeces associated microvirus MP21 4718"
"Alces alces faeces associated microvirus MP3 6497",0,0,0,0,0,0,"Alces alces faeces associated microvirus MP3 6497"
"Alcube phlebovirus",0,0,0,0,0,0,"Alcube phlebovirus"
"Alcyoneusvirus K641",0,0,0,0,0,0,"Alcyoneusvirus K641"
"Alcyoneusvirus RaK2",0,0,0,0,0,0,"Alcyoneusvirus RaK2"
"Alefpapillomavirus 1",0,0,0,0,0,0,"Alefpapillomavirus 1"
"Alegriavirus av2B8",0,0,0,0,0,0,"Alegriavirus av2B8"
"Alenquer phlebovirus",0,0,0,0,0,0,"Alenquer phlebovirus"
"Alethinophid 2 reptarenavirus",0,0,0,0,0,0,"Alethinophid 2 reptarenavirus"
"Alexandravirus AD1",0,0,0,0,0,0,"Alexandravirus AD1"
"Alexandravirus alexandra",0,0,0,0,0,0,"Alexandravirus alexandra"
"Alfalfa enamovirus 1",0,0,0,0,0,0,"Alfalfa enamovirus 1"
"Alfalfa leaf curl virus",0,0,0,0,0,0,"Alfalfa leaf curl virus"
"Alfalfa mosaic virus",0,0,0,0,0,0,"Alfalfa mosaic virus"
"Alfalfa virus F",0,0,0,0,0,0,"Alfalfa virus F"
"Alfalfa virus S",0,0,0,0,0,0,"Alfalfa virus S"
"Algerian watermelon mosaic virus",0,0,0,0,0,0,"Algerian watermelon mosaic virus"
"Algibacter alginicilyticus",0,4.30412986757598e-06,0,0,1.43957147440321e-05,0,"Algibacter alginicilyticus"
"Algoriphagus sanaruensis",0,0,0,0,0,0,"Algoriphagus sanaruensis"
"Aliarcobacter butzleri",0,0,0,0,0,0,"Aliarcobacter butzleri"
"Aliarcobacter cryaerophilus",0,1.02775984616911e-05,0,0,0,0,"Aliarcobacter cryaerophilus"
"Aliarcobacter faecis",0,0,0,0,0,0,"Aliarcobacter faecis"
"Aliarcobacter skirrowii",0,0,0,0,0,0,"Aliarcobacter skirrowii"
"Aliarcobacter trophiarum",0,0,0,1.22378065638678e-05,0,0,"Aliarcobacter trophiarum"
"Alicycliphilus denitrificans",0,0,0,4.81630653765641e-05,0,0,"Alicycliphilus denitrificans"
"Alicyclobacillus acidocaldarius",0.000743400859494124,0,0,7.9362079617752e-06,0,0,"Alicyclobacillus acidocaldarius"
"Alicyclobacillus acidoterrestris",0,0,0,6.58438049239719e-05,0,0,"Alicyclobacillus acidoterrestris"
"Alicyclobacillus mengziensis",0,0,0,7.78816010131935e-05,0,0,"Alicyclobacillus mengziensis"
"Aliiroseovarius crassostreae",0,0,0,0,3.15975632424344e-06,0,"Aliiroseovarius crassostreae"
"Aliivibrio salmonicida",0,0,0,0,0,0,"Aliivibrio salmonicida"
"Alisovirus socal22",0,0,0,0,0,0,"Alisovirus socal22"
"Alistipes communis",0,0,0,0.000100915155730836,0,0,"Alistipes communis"
"Alistipes dispar",0,0,0,2.31578461169384e-05,0,9.21998894961459e-06,"Alistipes dispar"
"Alistipes ihumii",0,0,0,0,0,0,"Alistipes ihumii"
"Alistipes indistinctus",0,0,0,3.99129942177267e-05,0,0,"Alistipes indistinctus"
"Alistipes megaguti",0,0,0,0.000212476922822566,0,0,"Alistipes megaguti"
"Alistipes onderdonkii",0,0,0,0.000551456062167957,0,0,"Alistipes onderdonkii"
"Alkalibacter rhizosphaerae",0,0,0,0,0,0,"Alkalibacter rhizosphaerae"
"Alkalicella caledoniensis",0,0,0,0,0,0,"Alkalicella caledoniensis"
"Alkalilimnicola ehrlichii",0,0,0,0,0,0,"Alkalilimnicola ehrlichii"
"Alkaliphilus metalliredigens",0,0,0,0,0,0,"Alkaliphilus metalliredigens"
"Alkaliphilus oremlandii",0,0,0,0,0,0,"Alkaliphilus oremlandii"
"Alkalitalea saponilacus",0,0,0,5.76852792359738e-06,0,0,"Alkalitalea saponilacus"
"Allamanda leaf curl virus",0,0,0,0,0,0,"Allamanda leaf curl virus"
"Allamanda leaf mottle distortion virus",0,0,0,0,0,0,"Allamanda leaf mottle distortion virus"
"Allium cepa amalgavirus 1",0,0,0,0,0,0,"Allium cepa amalgavirus 1"
"Allium cepa amalgavirus 2",0,0,0,0,0,0,"Allium cepa amalgavirus 2"
"Allium virus X",0,0,0,0,0,0,"Allium virus X"
"Alloacidobacterium dinghuense",0,0,0,0,0,0,"Alloacidobacterium dinghuense"
"Alloalcanivorax dieselolei",0,0,0,0,0,0,"Alloalcanivorax dieselolei"
"Allobaculum mucilyticum",0,0,0,0.000150157894475104,0,0,"Allobaculum mucilyticum"
"Allochromatium tepidum",0,0,0,0,0,0,"Allochromatium tepidum"
"Allochromatium vinosum",0,0,0,0,0,0,"Allochromatium vinosum"
"Allocoleopsis franciscana",0,0,0,0,0,0,"Allocoleopsis franciscana"
"Allofrancisella frigidaquae",0,0,0,0,0,0,"Allofrancisella frigidaquae"
"Allofrancisella guangzhouensis",0,0,0,0,0,0,"Allofrancisella guangzhouensis"
"Allofrancisella inopinata",0,0,0,0,0,0,"Allofrancisella inopinata"
"Allomeiothermus silvanus",0,6.48921717066252e-05,0,0,1.73142346875108e-05,0.000143413578175056,"Allomeiothermus silvanus"
"Allosaccharopolyspora coralli",0,0,0,0,0,0,"Allosaccharopolyspora coralli"
"Allpahuayo mammarenavirus",0,0,0,0,0,0,"Allpahuayo mammarenavirus"
"Almendravirus almendras",0,0,0,0,0,0,"Almendravirus almendras"
"Almendravirus arboretum",0,0,0,0,0,0,"Almendravirus arboretum"
"Almendravirus balsa",0,0,0,0,0,0,"Almendravirus balsa"
"Almendravirus chico",0,0,0,0,0,0,"Almendravirus chico"
"Almendravirus cootbay",0,0,0,0,0,0,"Almendravirus cootbay"
"Almendravirus menghai",0,0,0,0,0,0,"Almendravirus menghai"
"Alphaarterivirus equid",0,0,0,0,0,0,"Alphaarterivirus equid"
"Alphabaculovirus speridania-b",0,0,0,0,0,0,"Alphabaculovirus speridania-b"
"Alphachrysovirus anthurii",0,0,0,0,0,0,"Alphachrysovirus anthurii"
"Alphachrysovirus aspergilli",0,0,0,0,0,0,"Alphachrysovirus aspergilli"
"Alphachrysovirus brassicae",0,0,0,0,0,0,"Alphachrysovirus brassicae"
"Alphachrysovirus cerasi",0,0,0,0,0,0,"Alphachrysovirus cerasi"
"Alphachrysovirus chrysothricis",0,0,0,0,0,0,"Alphachrysovirus chrysothricis"
"Alphachrysovirus colletotrichi",0,0,0,0,0,0,"Alphachrysovirus colletotrichi"
"Alphachrysovirus cryphonectriae",0,0,0,0,0,0,"Alphachrysovirus cryphonectriae"
"Alphachrysovirus isariae",0,0,0,0,0,0,"Alphachrysovirus isariae"
"Alphachrysovirus macrophominae",0,0,0,0,0,0,"Alphachrysovirus macrophominae"
"Alphachrysovirus penicillii",0,0,0,0,0,0,"Alphachrysovirus penicillii"
"Alphachrysovirus perseae",0,0,0,0,0,0,"Alphachrysovirus perseae"
"Alphachrysovirus raphani",0,0,0,0,0,0,"Alphachrysovirus raphani"
"Alphachrysovirus shuangaoense",0,0,0,0,0,0,"Alphachrysovirus shuangaoense"
"Alphachrysovirus verticillii",0,0,0,0,0,0,"Alphachrysovirus verticillii"
"Alphachrysovirus zeae",0,0,0,0,0,0,"Alphachrysovirus zeae"
"Alphacoronavirus 1",0,0,0,0,0,0,"Alphacoronavirus 1"
"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015",0,0,0,0,0,0,"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015"
"Alphacrustrhavirus wenling",0,0,0,0,0,0,"Alphacrustrhavirus wenling"
"Alphacrustrhavirus zhejiang",0,0,0,0,0,0,"Alphacrustrhavirus zhejiang"
"Alphadrosrhavirus hubei",0,0,0,0,0,0,"Alphadrosrhavirus hubei"
"Alphadrosrhavirus shayang",0,0,0,0,0,0,"Alphadrosrhavirus shayang"
"Alphafusarivirus fusarii",0,0,0,0,0,0,"Alphafusarivirus fusarii"
"Alphafusarivirus ioaponiae",0,0,0,0,0,0,"Alphafusarivirus ioaponiae"
"Alphafusarivirus neofusicocci",0,0,0,0,0,0,"Alphafusarivirus neofusicocci"
"Alphafusarivirus penicilli",0,0,0,0,0,0,"Alphafusarivirus penicilli"
"Alphafusarivirus pleosporae",0,0,0,0,0,0,"Alphafusarivirus pleosporae"
"Alphafusarivirus roqueforti",0,0,0,0,0,0,"Alphafusarivirus roqueforti"
"Alphafusarivirus roselliniae",0,0,0,0,0,0,"Alphafusarivirus roselliniae"
"Alphaglobulovirus PSV",0,0,0,0,0,0,"Alphaglobulovirus PSV"
"Alphaglobulovirus TTSV1",0,0,0,0,0,0,"Alphaglobulovirus TTSV1"
"Alphahypovirus americanum",0,0,0,0,0,0,"Alphahypovirus americanum"
"Alphahypovirus cryphonectriae",0,0,0,0,0,0,"Alphahypovirus cryphonectriae"
"Alphahypovirus fusarii",0,0,0,0,0,0,"Alphahypovirus fusarii"
"Alphahypovirus insecti",0,0,0,0,0,0,"Alphahypovirus insecti"
"Alphalipothrixvirus SFV1",0,0,0,0,0,0,"Alphalipothrixvirus SFV1"
"Alphamesonivirus 1",0,0,0,0,0,0,"Alphamesonivirus 1"
"Alphamesonivirus 10",0,0,0,0,0,0,"Alphamesonivirus 10"
"Alphamesonivirus 11",0,0,0,0,0,0,"Alphamesonivirus 11"
"Alphamesonivirus 2",0,0,0,0,0,0,"Alphamesonivirus 2"
"Alphamesonivirus 3",0,0,0,0,0,0,"Alphamesonivirus 3"
"Alphamesonivirus 4",0,0,0,0,0,0,"Alphamesonivirus 4"
"Alphamesonivirus 6",0,0,0,0,0,0,"Alphamesonivirus 6"
"Alphamesonivirus 7",0,0,0,0,0,0,"Alphamesonivirus 7"
"Alphanemrhavirus xingshan",0,0,0,0,0,0,"Alphanemrhavirus xingshan"
"Alphanemrhavirus xinzhou",0,0,0,0,0,0,"Alphanemrhavirus xinzhou"
"Alphanucleorhabdovirus colocasiae",0,0,0,0,0,0,"Alphanucleorhabdovirus colocasiae"
"Alphanucleorhabdovirus maydis",0,0,0,0,0,0,"Alphanucleorhabdovirus maydis"
"Alphanucleorhabdovirus melongenae",0,0,0,0,0,0,"Alphanucleorhabdovirus melongenae"
"Alphanucleorhabdovirus morogoromaydis",0,0,0,0,0,0,"Alphanucleorhabdovirus morogoromaydis"
"Alphanucleorhabdovirus oryzae",0,0,0,0,0,0,"Alphanucleorhabdovirus oryzae"
"Alphanucleorhabdovirus physostegiae",0,0,0,0,0,0,"Alphanucleorhabdovirus physostegiae"
"Alphanucleorhabdovirus tritici",0,0,0,0,0,0,"Alphanucleorhabdovirus tritici"
"Alphanucleorhabdovirus tuberosum",0,0,0,0,0,0,"Alphanucleorhabdovirus tuberosum"
"Alphanucleorhabdovirus zeairanense",0,0,0,0,0,0,"Alphanucleorhabdovirus zeairanense"
"Alphapapillomavirus 1",0,0,0,0,0,0,"Alphapapillomavirus 1"
"Alphapapillomavirus 10",0,0,0,0,0,0,"Alphapapillomavirus 10"
"Alphapapillomavirus 11",0,0,0,0,0,0,"Alphapapillomavirus 11"
"Alphapapillomavirus 12",0,0,0,0,0,0,"Alphapapillomavirus 12"
"Alphapapillomavirus 13",0,0,0,0,0,0,"Alphapapillomavirus 13"
"Alphapapillomavirus 14",0,0,0,0,0,0,"Alphapapillomavirus 14"
"Alphapapillomavirus 2",0,0,0,0,0,0,"Alphapapillomavirus 2"
"Alphapapillomavirus 3",0,0,0,0,0,0,"Alphapapillomavirus 3"
"Alphapapillomavirus 4",0,0,0,0,0,0,"Alphapapillomavirus 4"
"Alphapapillomavirus 5",0,0,0,0,0,0,"Alphapapillomavirus 5"
"Alphapapillomavirus 6",0,0,0,0,0,0,"Alphapapillomavirus 6"
"Alphapapillomavirus 7",0,0,0,0,0,0,"Alphapapillomavirus 7"
"Alphapapillomavirus 8",0,0,0,0,0,0,"Alphapapillomavirus 8"
"Alphapapillomavirus 9",0,0,0,0,0,0,"Alphapapillomavirus 9"
"Alphapaprhavirus hubei",0,0,0,0,0,0,"Alphapaprhavirus hubei"
"Alphapleolipovirus HHPV1",0,0,0,0,0,0,"Alphapleolipovirus HHPV1"
"Alphapleolipovirus HHPV2",0,0,0,0,0,0,"Alphapleolipovirus HHPV2"
"Alphapleolipovirus HRPV1",0,0,0,0,0,0,"Alphapleolipovirus HRPV1"
"Alphapleolipovirus HRPV2",0,0,0,0,0,0,"Alphapleolipovirus HRPV2"
"Alphapleolipovirus HRPV6",0,0,0,0,0,0,"Alphapleolipovirus HRPV6"
"Alphapolyomavirus acelebensis",0,0,0,0,0,0,"Alphapolyomavirus acelebensis"
"Alphapolyomavirus aflavicollis",0,0,0,0,0,0,"Alphapolyomavirus aflavicollis"
"Alphapolyomavirus apaniscus",0,0,0,0,0,0,"Alphapolyomavirus apaniscus"
"Alphapolyomavirus callosciuri",0,0,0,0,0,0,"Alphapolyomavirus callosciuri"
"Alphapolyomavirus cardiodermae",0,0,0,0,0,0,"Alphapolyomavirus cardiodermae"
"Alphapolyomavirus carolliae",0,0,0,0,0,0,"Alphapolyomavirus carolliae"
"Alphapolyomavirus chlopygerythrus",0,0,0,0,0,0,"Alphapolyomavirus chlopygerythrus"
"Alphapolyomavirus dobsoniae",0,0,0,0,0,0,"Alphapolyomavirus dobsoniae"
"Alphapolyomavirus eidoli",0,0,0,0,0,0,"Alphapolyomavirus eidoli"
"Alphapolyomavirus gorillae",0,0,0,0,0,0,"Alphapolyomavirus gorillae"
"Alphapolyomavirus macacae",0,0,0,0,0,0,"Alphapolyomavirus macacae"
"Alphapolyomavirus mauratus",0,0,0,0,0,0,"Alphapolyomavirus mauratus"
"Alphapolyomavirus mischreibersii",0,0,0,0,0,0,"Alphapolyomavirus mischreibersii"
"Alphapolyomavirus molossi",0,0,0,0,0,0,"Alphapolyomavirus molossi"
"Alphapolyomavirus muris",0,0,0,0,0,0,"Alphapolyomavirus muris"
"Alphapolyomavirus nonihominis",0,0,0,0,0,0,"Alphapolyomavirus nonihominis"
"Alphapolyomavirus octihominis",0,0,0,0,0,0,"Alphapolyomavirus octihominis"
"Alphapolyomavirus omartiensseni",0,0,0,0,0,0,"Alphapolyomavirus omartiensseni"
"Alphapolyomavirus pacynocephalus",0,0,0,0,0,0,"Alphapolyomavirus pacynocephalus"
"Alphapolyomavirus panos",0,0,0,0,0,0,"Alphapolyomavirus panos"
"Alphapolyomavirus philantombae",0,0,0,0,0,0,"Alphapolyomavirus philantombae"
"Alphapolyomavirus pibadius",0,0,0,0,0,0,"Alphapolyomavirus pibadius"
"Alphapolyomavirus pirufomitratus",0,0,0,0,0,0,"Alphapolyomavirus pirufomitratus"
"Alphapolyomavirus ponabelii",0,0,0,0,0,0,"Alphapolyomavirus ponabelii"
"Alphapolyomavirus ponpygmaeus",0,0,0,0,0,0,"Alphapolyomavirus ponpygmaeus"
"Alphapolyomavirus procyonis",0,0,0,0,0,0,"Alphapolyomavirus procyonis"
"Alphapolyomavirus ptevampyrus",0,0,0,0,0,0,"Alphapolyomavirus ptevampyrus"
"Alphapolyomavirus quardecihominis",0,0,0,0,0,0,"Alphapolyomavirus quardecihominis"
"Alphapolyomavirus quartipanos",0,0,0,0,0,0,"Alphapolyomavirus quartipanos"
"Alphapolyomavirus quintihominis",0,0,0,0,0,0,"Alphapolyomavirus quintihominis"
"Alphapolyomavirus quintipanos",0,0,0,0,0,0,"Alphapolyomavirus quintipanos"
"Alphapolyomavirus ranorvegicus",0,0,0,0,0,0,"Alphapolyomavirus ranorvegicus"
"Alphapolyomavirus saraneus",0,0,0,0,0,0,"Alphapolyomavirus saraneus"
"Alphapolyomavirus secarplanirostris",0,0,0,0,0,0,"Alphapolyomavirus secarplanirostris"
"Alphapolyomavirus secomartiensseni",0,0,0,0,0,0,"Alphapolyomavirus secomartiensseni"
"Alphapolyomavirus secumastomysis",0,0,0,0,0,0,"Alphapolyomavirus secumastomysis"
"Alphapolyomavirus secumischreibersii",0,0,0,0,0,0,"Alphapolyomavirus secumischreibersii"
"Alphapolyomavirus secupanos",0,0,0,0,0,0,"Alphapolyomavirus secupanos"
"Alphapolyomavirus septipanos",0,0,0,0,0,0,"Alphapolyomavirus septipanos"
"Alphapolyomavirus sextipanos",0,0,0,0,0,0,"Alphapolyomavirus sextipanos"
"Alphapolyomavirus socoronatus",0,0,0,0,0,0,"Alphapolyomavirus socoronatus"
"Alphapolyomavirus sominutus",0,0,0,0,0,0,"Alphapolyomavirus sominutus"
"Alphapolyomavirus sturnirae",0,0,0,0,0,0,"Alphapolyomavirus sturnirae"
"Alphapolyomavirus suis",0,0,0,0,0,0,"Alphapolyomavirus suis"
"Alphapolyomavirus terdecihominis",0,0,0,0,0,0,"Alphapolyomavirus terdecihominis"
"Alphapolyomavirus tertarplanisrostris",0,0,0,0,0,0,"Alphapolyomavirus tertarplanisrostris"
"Alphapolyomavirus tertichlopygerythrus",0,0,0,0,0,0,"Alphapolyomavirus tertichlopygerythrus"
"Alphapolyomavirus tertimastomysis",0,0,0,0,0,0,"Alphapolyomavirus tertimastomysis"
"Alphapolyomavirus tertipanos",0,0,0,0,0,0,"Alphapolyomavirus tertipanos"
"Alphapolyomavirus tuglis",0,0,0,0,0,0,"Alphapolyomavirus tuglis"
"Alphaportoglobovirus SPV2",0,0,0,0,0,0,"Alphaportoglobovirus SPV2"
"Alpharicinrhavirus bole",0,0,0,0,0,0,"Alpharicinrhavirus bole"
"Alpharicinrhavirus wuhan",0,0,0,0,0,0,"Alpharicinrhavirus wuhan"
"Alphasphaerolipovirus HCIV1",0,0,0,0,0,0,"Alphasphaerolipovirus HCIV1"
"Alphasphaerolipovirus HHIV2",0,0,0,0,0,0,"Alphasphaerolipovirus HHIV2"
"Alphasphaerolipovirus PH1",0,0,0,0,0,0,"Alphasphaerolipovirus PH1"
"Alphasphaerolipovirus SH1",0,0,0,0,0,0,"Alphasphaerolipovirus SH1"
"Alphatectivirus PR4",0,0,0,0,0,0,"Alphatectivirus PR4"
"Alphatectivirus PRD1",0,0,0,0,0,0,"Alphatectivirus PRD1"
"Alphatrevirus ID21",0,0,0,0,0,0,"Alphatrevirus ID21"
"Alphatrevirus ID32",0,0,0,0,0,0,"Alphatrevirus ID32"
"Alphatrevirus ID62",0,0,0,0,0,0,"Alphatrevirus ID62"
"Alphatrevirus NC28",0,0,0,0,0,0,"Alphatrevirus NC28"
"Alphatrevirus NC29",0,0,0,0,0,0,"Alphatrevirus NC29"
"Alphatrevirus NC35",0,0,0,0,0,0,"Alphatrevirus NC35"
"Alphatrevirus St1",0,0,0,0,0,0,"Alphatrevirus St1"
"Alphatrevirus WA45",0,0,0,0,0,0,"Alphatrevirus WA45"
"Alphatrevirus alpha3",0,0,0,0,0,0,"Alphatrevirus alpha3"
"Alphatrevirus phiK",0,0,0,0,0,0,"Alphatrevirus phiK"
"Alphatristromavirus PFV1",0,0,0,0,0,0,"Alphatristromavirus PFV1"
"Alphayadokarivirus ichibani",0,0,0,0,0,0,"Alphayadokarivirus ichibani"
"Alphayadokarivirus sanbani",0,0,0,0,0,0,"Alphayadokarivirus sanbani"
"Alpinia oxyphylla mosaic virus",0,0,0,0,0,0,"Alpinia oxyphylla mosaic virus"
"Alstroemeria necrotic streak orthotospovirus",0,0,0,0,0,0,"Alstroemeria necrotic streak orthotospovirus"
"Alstroemeria virus X",0,0,0,0,0,0,"Alstroemeria virus X"
"Alstroemeria yellow spot orthotospovirus",0,0,0,0,0,0,"Alstroemeria yellow spot orthotospovirus"
"Alteracholeplasma palmae",0,0,0,0,0,0,"Alteracholeplasma palmae"
"Altererythrobacter epoxidivorans",0,0,0,0,0,0,"Altererythrobacter epoxidivorans"
"Altererythrobacter ishigakiensis",0,0,0,0,0,0,"Altererythrobacter ishigakiensis"
"Alternanthera mosaic virus",0,0,0,0,0,0,"Alternanthera mosaic virus"
"Alternanthera yellow vein betasatellite",0,0,0,0,0,0,"Alternanthera yellow vein betasatellite"
"Alternanthera yellow vein virus",0,0,0,0,0,0,"Alternanthera yellow vein virus"
"Alternaria alternata virus 1",0,0,0,0,0,0,"Alternaria alternata virus 1"
"Alternaria arborescens victorivirus 1",0,0,0,0,0,0,"Alternaria arborescens victorivirus 1"
"Alternaria brassicicola betaendornavirus 1",0,0,0,0,0,0,"Alternaria brassicicola betaendornavirus 1"
"Alternaria longipes dsRNA virus 1",0,0,0,0,0,0,"Alternaria longipes dsRNA virus 1"
"Alteromonas australica",0,0,0,0,0,0,"Alteromonas australica"
"Alteromonas macleodii",0,0,0,0,0,0,"Alteromonas macleodii"
"Alteromonas mediterranea",0,0,0,0,0,0,"Alteromonas mediterranea"
"Alteromonas naphthalenivorans",0,0,0,0,0,0,"Alteromonas naphthalenivorans"
"Alteromonas pelagimontana",0,0,0,0,0,0,"Alteromonas pelagimontana"
"Alteromonas phage vB_AmaP_AD45-P1",0,0,0,0,0,0,"Alteromonas phage vB_AmaP_AD45-P1"
"Alteromonas stellipolaris",0,0,0,0,0,0,"Alteromonas stellipolaris"
"Alysiella filiformis",0,0,0,0,8.33097346732589e-06,0,"Alysiella filiformis"
"Amazon lily mild mottle virus",0,0,0,0,0,0,"Amazon lily mild mottle virus"
"Ambe phlebovirus",0,0,0,0,0,0,"Ambe phlebovirus"
"Ambrosia asymptomatic virus 1",0,0,0,0,0,0,"Ambrosia asymptomatic virus 1"
"Ambystoma tigrinum virus",0,0,0,0,0,0,"Ambystoma tigrinum virus"
"Amdoparvovirus sp.",0,0,0,0,0,0,"Amdoparvovirus sp."
"Amedibacterium intestinale",0,0,0,0.000149319596789033,0,0,"Amedibacterium intestinale"
"American hop latent virus",0,0,0,0,0,0,"American hop latent virus"
"American plum line pattern virus",0,0,0,0,0,0,"American plum line pattern virus"
"Amginevirus amgine",0,0,0,0,0,0,"Amginevirus amgine"
"Amginevirus amohnition",0,0,0,0,0,0,"Amginevirus amohnition"
"Amginevirus darthP",0,0,0,0,0,0,"Amginevirus darthP"
"Amginevirus ekdilam",0,0,0,0,0,0,"Amginevirus ekdilam"
"Amginevirus ellie",0,0,0,0,0,0,"Amginevirus ellie"
"Amigovirus amigo",0,0,0,0,0,0,"Amigovirus amigo"
"Amigovirus molivia",0,0,0,0,0,0,"Amigovirus molivia"
"Aminayvirus aminay",0,0,0,0,0,0,"Aminayvirus aminay"
"Aminipila butyrica",0,0,0,0.000253962684186205,0,0,"Aminipila butyrica"
"Aminipila luticellarii",0,0,0,0,0,0,"Aminipila luticellarii"
"Aminipila terrae",0,0,0,6.94058652303413e-05,0,0,"Aminipila terrae"
"Aminobacterium colombiense",0,0,0,0,0,0,"Aminobacterium colombiense"
"Ammonifex degensii",0,0,0,0,0,0,"Ammonifex degensii"
"Amoyvirus R7M",0,0,0,0,0,0,"Amoyvirus R7M"
"Amphibacillus xylanus",0,0,0,0,0,0,"Amphibacillus xylanus"
"Ampivirus A",0,0,0,0,0,0,"Ampivirus A"
"Ampunavirus BpAMP1",0,0,0,0,0,0,"Ampunavirus BpAMP1"
"Ampunavirus RSPI1",0,0,0,0,0,0,"Ampunavirus RSPI1"
"Amsacta moorei entomopoxvirus",0,0,0,0,0,0,"Amsacta moorei entomopoxvirus"
