Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,Experimental_Factor:_individual (exp),Experimental_Factor:_organism_part (exp),External_Id,Individual,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,specimen_with_known_storage_state,SRA Study,Submitter_Id
ERR315374,RNA-Seq,202,3078816532,PRJEB4337,SAMEA2142853,ArrayExpress,1321499364,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.realign.summary,geo.fc,fastq,sra,run.zq","ena,ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288564,V221,placenta,SAMEA2142853,V221,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V221,PAIRED,cDNA,TRANSCRIPTOMIC,placenta,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:45:00Z,2,SAMEA2142853,E-MTAB-1733:placenta_6a,frozen specimen,ERP003613,E-MTAB-1733:placenta_6a
ERR315376,RNA-Seq,202,2713643962,PRJEB4337,SAMEA2145893,ArrayExpress,1190602745,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,sra,geo.fc,realign,run.zq,run.realign.summary","s3,ena,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288629,V245,skin,SAMEA2145893,V245,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:28Z,public,Illumina HiSeq 2000,V245,PAIRED,cDNA,TRANSCRIPTOMIC,skin,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:40:00Z,2,SAMEA2145893,E-MTAB-1733:skin_6a,frozen specimen,ERP003613,E-MTAB-1733:skin_6a
ERR315377,RNA-Seq,202,3034534496,PRJEB4337,SAMEA2142853,ArrayExpress,1292366122,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,realign,fastq,geo.fc,run.zq","s3,ncbi,gs,ena","gs.US,ncbi.public,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288541,V221,placenta,SAMEA2142853,V221,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V221,PAIRED,cDNA,TRANSCRIPTOMIC,placenta,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2142853,E-MTAB-1733:placenta_6a,frozen specimen,ERP003613,E-MTAB-1733:placenta_6a
ERR315380,RNA-Seq,202,3111455894,PRJEB4337,SAMEA2145245,ArrayExpress,1339883051,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,sra,fastq,geo.fc,run.realign.summary,realign","ena,ncbi,s3,gs","ena,gs.US,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288624,V233,animal ovary,SAMEA2145245,V233,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V233,PAIRED,cDNA,TRANSCRIPTOMIC,animal ovary,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:46:00Z,2,SAMEA2145245,E-MTAB-1733:ovary_6a,frozen specimen,ERP003613,E-MTAB-1733:ovary_6a
ERR315381,RNA-Seq,202,2413247742,PRJEB4337,SAMEA2153733,ArrayExpress,1098857135,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,realign,run.realign.summary,geo.fc,run.zq,sra","ncbi,ena,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288502,V153,small intestine,SAMEA2153733,V153,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V153,PAIRED,cDNA,TRANSCRIPTOMIC,small intestine,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2153733,E-MTAB-1733:smallintestine_4c,frozen specimen,ERP003613,E-MTAB-1733:smallintestine_4c
ERR315382,RNA-Seq,202,2882912892,PRJEB4337,SAMEA2151887,ArrayExpress,1244473711,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,run.realign.summary,sra,realign,fastq,run.zq","s3,ncbi,gs,ena","ena,s3.us-east-1,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288492,V238,salivary gland,SAMEA2151887,V238,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V238,PAIRED,cDNA,TRANSCRIPTOMIC,salivary gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2151887,E-MTAB-1733:salivarygland_6a,frozen specimen,ERP003613,E-MTAB-1733:salivarygland_6a
ERR315383,RNA-Seq,202,3688778560,PRJEB4337,SAMEA1970526,ArrayExpress,2772099810,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.zq,run.realign.summary,fastq,sra,geo.fc","gs,s3,ena,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288622,V24,kidney,SAMEA1970526,V24,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:22Z,public,Illumina HiSeq 2000,V24,PAIRED,cDNA,TRANSCRIPTOMIC,kidney,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:45:00Z,2,SAMEA1970526,E-MTAB-1733:kidney_d,frozen specimen,ERP003613,E-MTAB-1733:kidney_d
ERR315384,RNA-Seq,202,3372412018,PRJEB4337,SAMEA2151741,ArrayExpress,1389802103,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,geo.fc,sra,run.zq,realign,run.realign.summary","ncbi,s3,gs,ena","ena,gs.US,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288526,V195,heart,SAMEA2151741,V195,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V195,PAIRED,cDNA,TRANSCRIPTOMIC,heart,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:40:00Z,2,SAMEA2151741,E-MTAB-1733:heart_5b,frozen specimen,ERP003613,E-MTAB-1733:heart_5b
ERR315385,RNA-Seq,202,2207843840,PRJEB4337,SAMEA2162841,ArrayExpress,1043373642,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,sra,realign,run.realign.summary,fastq,run.zq","ncbi,ena,gs,s3","ncbi.public,s3.us-east-1,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288631,V122,adrenal gland,SAMEA2162841,V122,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V122,PAIRED,cDNA,TRANSCRIPTOMIC,adrenal gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:41:00Z,2,SAMEA2162841,E-MTAB-1733:adrenal_4d,frozen specimen,ERP003613,E-MTAB-1733:adrenal_4d
ERR315386,RNA-Seq,202,1513500150,PRJEB4337,SAMEA1968189,ArrayExpress,682734336,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,realign,run.realign.summary,geo.fc,fastq,run.zq","s3,ncbi,gs,ena","s3.us-east-1,gs.US,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288548,V143,endometrium,SAMEA1968189,V143,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V143,PAIRED,cDNA,TRANSCRIPTOMIC,endometrium,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:35:00Z,2,SAMEA1968189,E-MTAB-1733:endometrium_4a,frozen specimen,ERP003613,E-MTAB-1733:endometrium_4a
ERR315387,RNA-Seq,202,1712038274,PRJEB4337,SAMEA2155628,ArrayExpress,712671045,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,sra,realign,run.zq,fastq,geo.fc","ena,ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288511,V192,lymph node,SAMEA2155628,V192,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V192,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:37:00Z,2,SAMEA2155628,E-MTAB-1733:lymphnode_5b,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_5b
ERR315388,RNA-Seq,202,2396311658,PRJEB4337,SAMEA2153733,ArrayExpress,1082687957,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,sra,fastq,run.zq,run.realign.summary,realign","gs,ena,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288520,V153,small intestine,SAMEA2153733,V153,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V153,PAIRED,cDNA,TRANSCRIPTOMIC,small intestine,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:40:00Z,2,SAMEA2153733,E-MTAB-1733:smallintestine_4c,frozen specimen,ERP003613,E-MTAB-1733:smallintestine_4c
ERR315389,RNA-Seq,202,1595178850,PRJEB4337,SAMEA2154361,ArrayExpress,664391020,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,run.realign.summary,run.zq,realign,geo.fc,sra","s3,ncbi,ena,gs","ena,gs.US,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288574,V191,heart,SAMEA2154361,V191,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V191,PAIRED,cDNA,TRANSCRIPTOMIC,heart,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:35:00Z,2,SAMEA2154361,E-MTAB-1733:heart_5a,frozen specimen,ERP003613,E-MTAB-1733:heart_5a
ERR315390,RNA-Seq,202,1641941244,PRJEB4337,SAMEA2152719,ArrayExpress,679786656,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,sra,run.realign.summary,fastq,realign,geo.fc","s3,ncbi,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288618,V193,lymph node,SAMEA2152719,V193,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V193,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:36:00Z,2,SAMEA2152719,E-MTAB-1733:lymphnode_5c,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_5c
ERR315391,RNA-Seq,202,7879462076,PRJEB4337,SAMEA2148093,ArrayExpress,3446614798,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,realign,run.realign.summary,run.zq,fastq,sra","ncbi,s3,gs,ena","ncbi.public,ena,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288544,V257,testis,SAMEA2148093,V257,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V257,PAIRED,cDNA,TRANSCRIPTOMIC,testis,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:02:00Z,2,SAMEA2148093,E-MTAB-1733:testis_7c,frozen specimen,ERP003613,E-MTAB-1733:testis_7c
ERR315392,RNA-Seq,202,1817659630,PRJEB4337,SAMEA2145544,ArrayExpress,857699826,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,run.zq,sra,run.realign.summary,geo.fc,realign","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288533,V121,adrenal gland,SAMEA2145544,V121,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V121,PAIRED,cDNA,TRANSCRIPTOMIC,adrenal gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:40:00Z,2,SAMEA2145544,E-MTAB-1733:adrenal_4c,frozen specimen,ERP003613,E-MTAB-1733:adrenal_4c
ERR315393,RNA-Seq,202,2423234218,PRJEB4337,SAMEA2150385,ArrayExpress,1097441098,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,realign,sra,geo.fc,run.realign.summary","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288500,V164,lymph node,SAMEA2150385,V164,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V164,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2150385,E-MTAB-1733:lymphnode_4b,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_4b
ERR315395,RNA-Seq,202,3424539734,PRJEB4337,SAMEA2163105,ArrayExpress,1491396916,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,geo.fc,sra,fastq,run.realign.summary,realign","ena,gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288484,V250,bone marrow,SAMEA2163105,V250,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V250,PAIRED,cDNA,TRANSCRIPTOMIC,bone marrow,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:44:00Z,2,SAMEA2163105,E-MTAB-1733:bonemarrow_6c,frozen specimen,ERP003613,E-MTAB-1733:bonemarrow_6c
ERR315396,RNA-Seq,202,3334234220,PRJEB4337,SAMEA2149004,ArrayExpress,1456845172,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,fastq,geo.fc,realign,run.zq,run.realign.summary","s3,ncbi,ena,gs","ena,gs.US,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288551,V248,bone marrow,SAMEA2149004,V248,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V248,PAIRED,cDNA,TRANSCRIPTOMIC,bone marrow,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2149004,E-MTAB-1733:bonemarrow_6a,frozen specimen,ERP003613,E-MTAB-1733:bonemarrow_6a
ERR315397,RNA-Seq,202,2534008998,PRJEB4337,SAMEA2145240,ArrayExpress,1059633811,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,run.realign.summary,geo.fc,run.zq,realign,sra","ncbi,gs,s3,ena","gs.US,ncbi.public,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288556,V199,thyroid,SAMEA2145240,V199,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V199,PAIRED,cDNA,TRANSCRIPTOMIC,thyroid,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA2145240,E-MTAB-1733:thyroid_5d,frozen specimen,ERP003613,E-MTAB-1733:thyroid_5d
ERR315398,RNA-Seq,202,3558072036,PRJEB4337,SAMEA2156670,ArrayExpress,1542411053,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,geo.fc,sra,run.zq,run.realign.summary,fastq","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288503,V185,esophagus,SAMEA2156670,V185,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V185,PAIRED,cDNA,TRANSCRIPTOMIC,esophagus,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA2156670,E-MTAB-1733:esophagus_5c,frozen specimen,ERP003613,E-MTAB-1733:esophagus_5c
ERR315399,RNA-Seq,202,3252467650,PRJEB4337,SAMEA2153307,ArrayExpress,1400054356,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,geo.fc,sra,realign,run.realign.summary","ena,ncbi,s3,gs","ena,gs.US,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288612,V224,placenta,SAMEA2153307,V224,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:22Z,public,Illumina HiSeq 2000,V224,PAIRED,cDNA,TRANSCRIPTOMIC,placenta,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2153307,E-MTAB-1733:placenta_6c,frozen specimen,ERP003613,E-MTAB-1733:placenta_6c
ERR315400,RNA-Seq,202,5324778984,PRJEB4337,SAMEA2152798,ArrayExpress,4019597812,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,geo.fc,realign,run.realign.summary,sra","ena,ncbi,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288558,V15,colon,SAMEA2152798,V15,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V15,PAIRED,cDNA,TRANSCRIPTOMIC,colon,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:51:00Z,2,SAMEA2152798,E-MTAB-1733:colon_d,frozen specimen,ERP003613,E-MTAB-1733:colon_d
ERR315406,RNA-Seq,202,3519202792,PRJEB4337,SAMEA2154529,ArrayExpress,1530561713,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,realign,geo.fc,sra,fastq,run.realign.summary","ncbi,ena,s3,gs","gs.US,ncbi.public,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288576,V249,bone marrow,SAMEA2154529,V249,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:19Z,public,Illumina HiSeq 2000,V249,PAIRED,cDNA,TRANSCRIPTOMIC,bone marrow,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA2154529,E-MTAB-1733:bonemarrow_6b,frozen specimen,ERP003613,E-MTAB-1733:bonemarrow_6b
ERR315407,RNA-Seq,202,2196495682,PRJEB4337,SAMEA2153427,ArrayExpress,1019385667,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.realign.summary,realign,run.zq,geo.fc,fastq","ncbi,s3,ena,gs","s3.us-east-1,gs.US,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288577,V128,prostate,SAMEA2153427,V128,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:20Z,public,Illumina HiSeq 2000,V128,PAIRED,cDNA,TRANSCRIPTOMIC,prostate,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA2153427,E-MTAB-1733:prostate_4b,frozen specimen,ERP003613,E-MTAB-1733:prostate_4b
ERR315415,RNA-Seq,202,8905186968,PRJEB4337,SAMEA2148874,ArrayExpress,3919292224,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,realign,run.realign.summary,geo.fc,sra,run.zq","s3,ena,ncbi,gs","gs.US,ncbi.public,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288608,V259,testis,SAMEA2148874,V259,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:21Z,public,Illumina HiSeq 2000,V259,PAIRED,cDNA,TRANSCRIPTOMIC,testis,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:13:00Z,2,SAMEA2148874,E-MTAB-1733:testis_7e,frozen specimen,ERP003613,E-MTAB-1733:testis_7e
ERR315416,RNA-Seq,202,2411317632,PRJEB4337,SAMEA2155751,ArrayExpress,1122418319,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,geo.fc,fastq,run.zq,sra,run.realign.summary","ena,gs,s3,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288522,V83,spleen,SAMEA2155751,V83,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V83,PAIRED,cDNA,TRANSCRIPTOMIC,spleen,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:45:00Z,2,SAMEA2155751,E-MTAB-1733:spleen_3b,frozen specimen,ERP003613,E-MTAB-1733:spleen_3b
ERR315417,RNA-Seq,202,2222702354,PRJEB4337,SAMEA2162841,ArrayExpress,1036257779,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,realign,fastq,sra,run.zq,run.realign.summary","s3,gs,ena,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288547,V122,adrenal gland,SAMEA2162841,V122,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V122,PAIRED,cDNA,TRANSCRIPTOMIC,adrenal gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2162841,E-MTAB-1733:adrenal_4d,frozen specimen,ERP003613,E-MTAB-1733:adrenal_4d
ERR315418,RNA-Seq,202,2063905710,PRJEB4337,SAMEA2150585,ArrayExpress,912413674,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,run.zq,realign,fastq,run.realign.summary,sra","s3,ncbi,ena,gs","ncbi.public,ena,gs.US,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288504,V240,salivary gland,SAMEA2150585,V240,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V240,PAIRED,cDNA,TRANSCRIPTOMIC,salivary gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2150585,E-MTAB-1733:salivarygland_6c,frozen specimen,ERP003613,E-MTAB-1733:salivarygland_6c
ERR315419,RNA-Seq,202,1870265884,PRJEB4337,SAMEA2152474,ArrayExpress,843756181,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,geo.fc,run.realign.summary,sra,realign","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288507,V151,small intestine,SAMEA2152474,V151,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V151,PAIRED,cDNA,TRANSCRIPTOMIC,small intestine,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2152474,E-MTAB-1733:smallintestine_4a,frozen specimen,ERP003613,E-MTAB-1733:smallintestine_4a
